Datenstand,IdBundesland,Bundesland,AnzahlFall_7d,incidence_7d
2023-08-05,00,Bundesgebiet,1820,2.1865243686218663
2023-08-05,01,Schleswig-Holstein,64,2.190276881798628
2023-08-05,02,Hamburg,79,4.2612065687308345
2023-08-05,03,Niedersachsen,188,2.34208638287307
2023-08-05,04,Bremen,4,0.591310980792741
2023-08-05,05,Nordrhein-Westfalen,415,2.31525505937625
2023-08-05,06,Hessen,164,2.6052352201749414
2023-08-05,07,Rheinland-Pfalz,85,2.0698967608550864
2023-08-05,08,Baden-Württemberg,162,1.456226636326814
2023-08-05,09,Bayern,274,2.0793824750100347
2023-08-05,10,Saarland,37,3.7664860110673613
2023-08-05,11,Berlin,125,3.3990741465876555
2023-08-05,12,Brandenburg,55,2.1671733912086837
2023-08-05,13,Mecklenburg-Vorpommern,44,2.730951612502793
2023-08-05,14,Sachsen,66,1.632450342591965
2023-08-05,15,Sachsen-Anhalt,33,1.5212610055166456
2023-08-05,16,Thüringen,25,1.1854729301998281
