Datenstand,IdBundesland,Bundesland,AnzahlFall,AnzahlTodesfall,AnzahlFall_neu,AnzahlTodesfall_neu,AnzahlFall_7d,incidence_7d
2022-05-03,0,Bundesgebiet,24927339,135701,113522,240,525685,632.1746185146633
2022-05-03,1,Schleswig-Holstein,662693,2450,5888,6,25758,884.8885644350926
2022-05-03,2,Hamburg,548201,2535,1072,6,13074,705.7573693182861
2022-05-03,3,Niedersachsen,2177790,8789,17094,39,71464,892.9181658693202
2022-05-03,4,Bremen,187170,759,972,6,4588,674.5769191184039
2022-05-03,5,Nordrhein-Westfalen,4976074,24795,18172,46,103613,578.0178817186845
2022-05-03,6,Hessen,1737439,9941,10925,23,46433,737.8335251290529
2022-05-03,7,Rheinland-Pfalz,1081349,5525,5185,9,24519,598.2591704891017
2022-05-03,8,Baden-Württemberg,3503211,15786,15557,29,64217,578.3729739675871
2022-05-03,9,Bayern,4658661,23602,24118,43,92003,700.1652868913621
2022-05-03,10,Saarland,301758,1640,900,2,6946,705.9007653525285
2022-05-03,11,Berlin,1003248,4489,2945,2,16799,458.4769798105286
2022-05-03,12,Brandenburg,764673,5563,1979,4,11995,473.9100562568177
2022-05-03,13,Mecklenburg-Vorpommern,468993,2163,1343,5,7835,486.4121223709844
2022-05-03,14,Sachsen,1469549,15296,3570,11,17211,424.2358959620068
2022-05-03,15,Sachsen-Anhalt,693601,5256,1906,2,11494,527.0823282969931
2022-05-03,16,Thüringen,692929,7112,1896,7,7736,364.86487123845114
