Datenstand,IdBundesland,Bundesland,AnzahlFall,AnzahlTodesfall,AnzahlFall_neu,AnzahlTodesfall_neu,AnzahlFall_7d,incidence_7d
2022-05-14,0,Bundesgebiet,25723697,137492,61859,144,396682,477.03908618589776
2022-05-14,1,Schleswig-Holstein,702754,2489,3096,5,19744,678.2840211276678
2022-05-14,2,Hamburg,567414,2617,1433,4,8423,454.6882608052565
2022-05-14,3,Niedersachsen,2285835,9068,8678,28,52284,653.2706451403718
2022-05-14,4,Bremen,194857,767,581,1,4155,610.9126196462441
2022-05-14,5,Nordrhein-Westfalen,5139295,25110,13261,21,78962,440.49924214404336
2022-05-14,6,Hessen,1805983,10039,5599,1,37569,596.9820538318305
2022-05-14,7,Rheinland-Pfalz,1123327,5601,3440,16,19197,468.4033319417303
2022-05-14,8,Baden-Württemberg,3601789,15958,7764,8,48846,439.93344887523176
2022-05-14,9,Bayern,4798843,23851,9872,23,73664,560.6010205489528
2022-05-14,10,Saarland,309927,1663,428,2,4311,438.11376323563934
2022-05-14,11,Berlin,1028350,4556,2344,12,13762,375.59141592669175
2022-05-14,12,Brandenburg,780628,5624,1054,3,7917,312.79248981952696
2022-05-14,13,Mecklenburg-Vorpommern,479161,2202,934,5,5582,346.5414763337377
2022-05-14,14,Sachsen,1493992,15441,1551,4,10575,260.66437742131325
2022-05-14,15,Sachsen-Anhalt,708319,5306,988,9,7247,332.32692127791097
2022-05-14,16,Thüringen,703223,7200,836,2,4444,209.599209899648
