Datenstand,IdBundesland,Bundesland,AnzahlFall,AnzahlTodesfall,AnzahlFall_neu,AnzahlTodesfall_neu,AnzahlFall_7d,incidence_7d
2022-05-31,0,Bundesgebiet,26305996,139000,61889,136,167703,201.6751097116421
2022-05-31,1,Schleswig-Holstein,735914,2539,4032,2,9510,326.7058874049899
2022-05-31,2,Hamburg,583357,2649,2027,0,4413,238.22145256245958
2022-05-31,3,Niedersachsen,2362660,9300,9808,24,20672,258.28954893163814
2022-05-31,4,Bremen,200544,774,487,0,1732,254.65719788863896
2022-05-31,5,Nordrhein-Westfalen,5276525,25405,12858,26,38296,213.63895262465851
2022-05-31,6,Hessen,1858130,10135,6012,14,17158,272.6454811053408
2022-05-31,7,Rheinland-Pfalz,1150497,5680,2734,3,7147,174.38550884969249
2022-05-31,8,Baden-Württemberg,3669628,16113,6386,9,18544,167.01727625480692
2022-05-31,9,Bayern,4893630,24068,9846,35,28165,214.34252475783632
2022-05-31,10,Saarland,315191,1679,635,2,1823,185.2659221476619
2022-05-31,11,Berlin,1048895,4612,1900,2,6932,189.1875959311021
2022-05-31,12,Brandenburg,789777,5664,1121,2,3086,121.92467141380072
2022-05-31,13,Mecklenburg-Vorpommern,486855,2228,845,1,2577,159.9851996617775
2022-05-31,14,Sachsen,1508237,15519,1731,5,3891,95.90970142282079
2022-05-31,15,Sachsen-Anhalt,716415,5347,765,1,2217,101.66534903727454
2022-05-31,16,Thüringen,709741,7288,702,10,1540,72.63338956918496
